Index,Epoch, Hidden Neurons, Learning Rate, Loss Function, Data Encoding, Batch Size, Weights Init,Hidden Activation Function, Last Activation Function, Accuracy, Time
264,20,50,0.1,quadratic,one_hot,60000,0,ReLu,Sigmoid,0.1135,11.606932878494264
265,10,100,0.1,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.0983,9.769838094711304
266,10,50,0.1,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.1207,7.350172996520996
267,20,100,0.1,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.2563,19.10812187194824
268,20,50,0.1,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.1459,13.36191201210022
269,10,100,0.1,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.2776,8.266804933547974
270,10,50,0.1,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.1695,6.566853761672974
271,20,100,0.1,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.272,15.73097014427185
272,20,50,0.1,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.3105,13.930824041366575
273,10,100,0.1,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.1508,11.898084163665771
274,10,50,0.1,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.0958,8.840381860733032
275,20,100,0.1,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.1459,26.722893953323364
276,20,50,0.1,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.1057,17.368746042251587
277,10,100,0.1,quadratic,binary,60000,random,ReLu,Sigmoid,0.1152,9.666226148605348
278,10,50,0.1,quadratic,binary,60000,random,ReLu,Sigmoid,0.1245,7.524930715560913
279,20,100,0.1,quadratic,binary,60000,random,ReLu,Sigmoid,0.0946,19.77889394760132
280,20,50,0.1,quadratic,binary,60000,random,ReLu,Sigmoid,0.139,11.618606805801392
281,10,100,0.1,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,9.688306093215942
282,10,50,0.1,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,6.786575078964233
283,20,100,0.1,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,18.37481999397278
284,20,50,0.1,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,13.216175079345703
285,10,100,0.1,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,7.78091025352478
286,10,50,0.1,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,6.125396966934204
287,20,100,0.1,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,15.147322177886965
288,20,50,0.1,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,11.54889702796936
289,10,100,0.2,cross-entropy,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.5452,9.723427057266235
290,10,50,0.2,cross-entropy,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.5094,6.933948755264282
291,20,100,0.2,cross-entropy,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.6744,19.308423042297363
292,20,50,0.2,cross-entropy,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.6454,13.885069847106934
293,10,100,0.2,cross-entropy,one_hot,60000,Xavier,ReLu,Sigmoid,0.7455,7.785076856613159
294,10,50,0.2,cross-entropy,one_hot,60000,Xavier,ReLu,Sigmoid,0.7644,6.233296155929565
295,20,100,0.2,cross-entropy,one_hot,60000,Xavier,ReLu,Sigmoid,0.8215,15.169647932052612
296,20,50,0.2,cross-entropy,one_hot,60000,Xavier,ReLu,Sigmoid,0.8182,11.810002088546751
297,10,100,0.2,cross-entropy,one_hot,60000,random,Sigmoid,Sigmoid,0.1774,9.863208055496216
298,10,50,0.2,cross-entropy,one_hot,60000,random,Sigmoid,Sigmoid,0.136,7.022028923034668
299,20,100,0.2,cross-entropy,one_hot,60000,random,Sigmoid,Sigmoid,0.1822,19.75096011161804
300,20,50,0.2,cross-entropy,one_hot,60000,random,Sigmoid,Sigmoid,0.2058,14.915504932403564
301,10,100,0.2,cross-entropy,one_hot,60000,random,ReLu,Sigmoid,0.5752,8.630800008773804
302,10,50,0.2,cross-entropy,one_hot,60000,random,ReLu,Sigmoid,0.4347,6.531813144683838
303,20,100,0.2,cross-entropy,one_hot,60000,random,ReLu,Sigmoid,0.6826,15.23362398147583
304,20,50,0.2,cross-entropy,one_hot,60000,random,ReLu,Sigmoid,0.6334,11.899422883987429
305,10,100,0.2,cross-entropy,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,9.294370889663696
306,10,50,0.2,cross-entropy,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,7.266175985336304
307,20,100,0.2,cross-entropy,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,18.488284826278687
308,20,50,0.2,cross-entropy,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,13.166770935058594
309,10,100,0.2,cross-entropy,one_hot,60000,0,ReLu,Sigmoid,0.1135,7.782310247421265
310,10,50,0.2,cross-entropy,one_hot,60000,0,ReLu,Sigmoid,0.1135,6.054038047790527
311,20,100,0.2,cross-entropy,one_hot,60000,0,ReLu,Sigmoid,0.1135,15.269901990890505
312,20,50,0.2,cross-entropy,one_hot,60000,0,ReLu,Sigmoid,0.1135,11.669233083724976
313,10,100,0.2,cross-entropy,binary,60000,Xavier,Sigmoid,Sigmoid,0.534,9.649615287780762
314,10,50,0.2,cross-entropy,binary,60000,Xavier,Sigmoid,Sigmoid,0.4515,7.105714321136475
315,20,100,0.2,cross-entropy,binary,60000,Xavier,Sigmoid,Sigmoid,0.6757,19.658966064453125
316,20,50,0.2,cross-entropy,binary,60000,Xavier,Sigmoid,Sigmoid,0.6566,13.723872900009155
317,10,100,0.2,cross-entropy,binary,60000,Xavier,ReLu,Sigmoid,0.704,7.996029138565063
318,10,50,0.2,cross-entropy,binary,60000,Xavier,ReLu,Sigmoid,0.7282,6.086292266845703
319,20,100,0.2,cross-entropy,binary,60000,Xavier,ReLu,Sigmoid,0.8314,16.77860403060913
320,20,50,0.2,cross-entropy,binary,60000,Xavier,ReLu,Sigmoid,0.8285,12.625558137893677
321,10,100,0.2,cross-entropy,binary,60000,random,Sigmoid,Sigmoid,0.1467,10.082696914672852
322,10,50,0.2,cross-entropy,binary,60000,random,Sigmoid,Sigmoid,0.1596,7.583915948867798
323,20,100,0.2,cross-entropy,binary,60000,random,Sigmoid,Sigmoid,0.2135,20.52269983291626
324,20,50,0.2,cross-entropy,binary,60000,random,Sigmoid,Sigmoid,0.1572,14.568779945373535
325,10,100,0.2,cross-entropy,binary,60000,random,ReLu,Sigmoid,0.5981,8.203307867050171
326,10,50,0.2,cross-entropy,binary,60000,random,ReLu,Sigmoid,0.4828,6.435201168060303
327,20,100,0.2,cross-entropy,binary,60000,random,ReLu,Sigmoid,0.7096,19.911662101745605
328,20,50,0.2,cross-entropy,binary,60000,random,ReLu,Sigmoid,0.5871,14.58818006515503
329,10,100,0.2,cross-entropy,binary,60000,0,Sigmoid,Sigmoid,0.1135,10.689449071884155
330,10,50,0.2,cross-entropy,binary,60000,0,Sigmoid,Sigmoid,0.1135,8.086754083633423
331,20,100,0.2,cross-entropy,binary,60000,0,Sigmoid,Sigmoid,0.1135,20.497644901275635
332,20,50,0.2,cross-entropy,binary,60000,0,Sigmoid,Sigmoid,0.1135,15.14193081855774
333,10,100,0.2,cross-entropy,binary,60000,0,ReLu,Sigmoid,0.1135,8.525696039199829
334,10,50,0.2,cross-entropy,binary,60000,0,ReLu,Sigmoid,0.1135,7.426925897598267
335,20,100,0.2,cross-entropy,binary,60000,0,ReLu,Sigmoid,0.1135,17.40313696861267
336,20,50,0.2,cross-entropy,binary,60000,0,ReLu,Sigmoid,0.1135,15.00018310546875
337,10,100,0.2,quadratic,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.1573,10.443714141845703
338,10,50,0.2,quadratic,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.1787,7.713180065155029
339,20,100,0.2,quadratic,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.3172,21.519212007522583
340,20,50,0.2,quadratic,one_hot,60000,Xavier,Sigmoid,Sigmoid,0.2426,14.47196888923645
341,10,100,0.2,quadratic,one_hot,60000,Xavier,ReLu,Sigmoid,0.3109,8.513685941696167
342,10,50,0.2,quadratic,one_hot,60000,Xavier,ReLu,Sigmoid,0.3413,6.573642015457153
343,20,100,0.2,quadratic,one_hot,60000,Xavier,ReLu,Sigmoid,0.4929,15.474603176116943
344,20,50,0.2,quadratic,one_hot,60000,Xavier,ReLu,Sigmoid,0.363,12.492618083953856
345,10,100,0.2,quadratic,one_hot,60000,random,Sigmoid,Sigmoid,0.0861,9.879634380340576
346,10,50,0.2,quadratic,one_hot,60000,random,Sigmoid,Sigmoid,0.1401,7.160024881362915
347,20,100,0.2,quadratic,one_hot,60000,random,Sigmoid,Sigmoid,0.0785,20.71264386177063
348,20,50,0.2,quadratic,one_hot,60000,random,Sigmoid,Sigmoid,0.1119,17.663859128952026
349,10,100,0.2,quadratic,one_hot,60000,random,ReLu,Sigmoid,0.056,9.12294602394104
350,10,50,0.2,quadratic,one_hot,60000,random,ReLu,Sigmoid,0.1078,8.92974305152893
351,20,100,0.2,quadratic,one_hot,60000,random,ReLu,Sigmoid,0.0947,18.277672290802
352,20,50,0.2,quadratic,one_hot,60000,random,ReLu,Sigmoid,0.1207,17.247503757476807
353,10,100,0.2,quadratic,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,10.142765045166016
354,10,50,0.2,quadratic,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,7.8044469356536865
355,20,100,0.2,quadratic,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,21.768477201461792
356,20,50,0.2,quadratic,one_hot,60000,0,Sigmoid,Sigmoid,0.1135,14.139493942260742
357,10,100,0.2,quadratic,one_hot,60000,0,ReLu,Sigmoid,0.1135,9.818706035614014
358,10,50,0.2,quadratic,one_hot,60000,0,ReLu,Sigmoid,0.1135,7.843616008758545
359,20,100,0.2,quadratic,one_hot,60000,0,ReLu,Sigmoid,0.1135,16.9835467338562
360,20,50,0.2,quadratic,one_hot,60000,0,ReLu,Sigmoid,0.1135,13.765674114227297
361,10,100,0.2,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.1852,10.263197183609009
362,10,50,0.2,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.1864,7.149865388870239
363,20,100,0.2,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.307,19.940340042114254
364,20,50,0.2,quadratic,binary,60000,Xavier,Sigmoid,Sigmoid,0.2017,15.856792211532593
365,10,100,0.2,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.3894,8.053613185882568
366,10,50,0.2,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.2617,6.247948884963989
367,20,100,0.2,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.3651,15.703808069229126
368,20,50,0.2,quadratic,binary,60000,Xavier,ReLu,Sigmoid,0.4253,12.28671407699585
369,10,100,0.2,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.0957,10.347687005996704
370,10,50,0.2,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.1,7.574645042419434
371,20,100,0.2,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.0967,19.865018129348755
372,20,50,0.2,quadratic,binary,60000,random,Sigmoid,Sigmoid,0.0623,14.05477213859558
373,10,100,0.2,quadratic,binary,60000,random,ReLu,Sigmoid,0.0572,8.198566913604736
374,10,50,0.2,quadratic,binary,60000,random,ReLu,Sigmoid,0.0876,7.060133218765259
375,20,100,0.2,quadratic,binary,60000,random,ReLu,Sigmoid,0.0806,15.796983003616331
376,20,50,0.2,quadratic,binary,60000,random,ReLu,Sigmoid,0.2052,13.200834035873411
377,10,100,0.2,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,10.458691120147703
378,10,50,0.2,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,6.990648031234741
379,20,100,0.2,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,19.67906880378723
380,20,50,0.2,quadratic,binary,60000,0,Sigmoid,Sigmoid,0.1135,13.675756216049194
381,10,100,0.2,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,10.43376898765564
382,10,50,0.2,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,8.18704891204834
383,20,100,0.2,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,17.481191158294678
384,20,50,0.2,quadratic,binary,60000,0,ReLu,Sigmoid,0.1135,14.93765664100647
385,10,100,0.1,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9621,32.917274951934814
386,10,50,0.1,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9577,21.970744132995605
387,20,100,0.1,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9716,79.07740020751953
388,20,50,0.1,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9658,59.48156309127808
389,10,100,0.1,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9767,44.2289559841156
390,10,50,0.1,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9716,15.046511173248293
391,20,100,0.1,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9803,43.73753595352173
392,20,50,0.1,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9753,40.01901388168335
393,10,100,0.1,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9335,27.98146796226501
394,10,50,0.1,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9258,21.127067804336548
395,20,100,0.1,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9459,65.89537405967712
396,20,50,0.1,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9389,42.17241096496582
397,10,100,0.1,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9418,32.12026524543762
398,10,50,0.1,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9308,18.787599086761475
399,20,100,0.1,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9553,47.23324179649353
400,20,50,0.1,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9436,48.0036199092865
401,10,100,0.1,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3666,29.18428611755371
402,10,50,0.1,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3586,16.735098838806152
403,20,100,0.1,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3576,86.06563901901245
404,20,50,0.1,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3696,35.904935359954834
405,10,100,0.1,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,23.691678285598755
406,10,50,0.1,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1028,16.693439960479736
407,20,100,0.1,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,42.123740911483765
408,20,50,0.1,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,30.052239894866943
409,10,100,0.1,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9635,28.341124057769772
410,10,50,0.1,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9568,17.0149667263031
411,20,100,0.1,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9745,50.8531699180603
412,20,50,0.1,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9653,36.087093114852905
413,10,100,0.1,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9763,23.63961815834045
414,10,50,0.1,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9714,15.789999008178713
415,20,100,0.1,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9792,49.26137185096741
416,20,50,0.1,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9731,32.16638994216919
417,10,100,0.1,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.9326,31.574237823486328
418,10,50,0.1,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.9184,18.147279024124146
419,20,100,0.1,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.945,66.07805109024048
420,20,50,0.1,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.9384,37.57194995880127
421,10,100,0.1,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9389,30.88011193275452
422,10,50,0.1,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9338,18.58208394050598
423,20,100,0.1,cross-entropy,binary,32,random,ReLu,Sigmoid,0.954,45.79819798469544
424,20,50,0.1,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9486,32.56549787521362
425,10,100,0.1,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3541,27.792124032974243
426,10,50,0.1,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3643,21.385226011276245
427,20,100,0.1,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3689,55.06692624092102
428,20,50,0.1,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3603,31.531328916549683
429,10,100,0.1,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,28.540430068969727
430,10,50,0.1,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,23.82060503959656
431,20,100,0.1,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1028,74.9086902141571
432,20,50,0.1,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,43.31580591201782
433,10,100,0.1,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9236,31.343286991119385
434,10,50,0.1,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9238,22.04099726676941
435,20,100,0.1,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9375,61.17752695083618
436,20,50,0.1,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9369,47.90470790863037
437,10,100,0.1,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.9637,30.791347980499268
438,10,50,0.1,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.9545,22.14662504196167
439,20,100,0.1,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.9708,61.58413505554199
440,20,50,0.1,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.9668,47.507370948791504
441,10,100,0.1,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.5571,40.546892166137695
442,10,50,0.1,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.6744,20.710268020629883
443,20,100,0.1,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.4662,53.8894567489624
444,20,50,0.1,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.7252,36.34629583358765
445,10,100,0.1,quadratic,one_hot,32,random,ReLu,Sigmoid,0.2682,23.377439975738525
446,10,50,0.1,quadratic,one_hot,32,random,ReLu,Sigmoid,0.4228,16.35181975364685
447,20,100,0.1,quadratic,one_hot,32,random,ReLu,Sigmoid,0.199,46.86833214759827
448,20,50,0.1,quadratic,one_hot,32,random,ReLu,Sigmoid,0.2046,34.935490131378174
449,10,100,0.1,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.1135,29.61025619506836
450,10,50,0.1,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.2078,36.28401517868042
451,20,100,0.1,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.2403,85.75716185569763
452,20,50,0.1,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.3014,50.6051561832428
453,10,100,0.1,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,23.39206099510193
454,10,50,0.1,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,27.32242703437805
455,20,100,0.1,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,48.38353085517883
456,20,50,0.1,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,32.08633375167847
457,10,100,0.1,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9222,26.62828803062439
458,10,50,0.1,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9241,17.875834941864014
459,20,100,0.1,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9372,50.96048593521118
460,20,50,0.1,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9365,30.474887132644653
461,10,100,0.1,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9619,23.71999883651733
462,10,50,0.1,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9555,14.733638763427734
463,20,100,0.1,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9715,39.61279010772705
464,20,50,0.1,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9662,29.466209173202515
465,10,100,0.1,quadratic,binary,32,random,Sigmoid,Sigmoid,0.6983,29.93890404701233
466,10,50,0.1,quadratic,binary,32,random,Sigmoid,Sigmoid,0.5927,18.659628868103027
467,20,100,0.1,quadratic,binary,32,random,Sigmoid,Sigmoid,0.5744,55.61095595359802
468,20,50,0.1,quadratic,binary,32,random,Sigmoid,Sigmoid,0.6413,30.064898014068604
469,10,100,0.1,quadratic,binary,32,random,ReLu,Sigmoid,0.3814,23.19434690475464
470,10,50,0.1,quadratic,binary,32,random,ReLu,Sigmoid,0.1589,15.260966777801514
471,20,100,0.1,quadratic,binary,32,random,ReLu,Sigmoid,0.3324,49.67239308357239
472,20,50,0.1,quadratic,binary,32,random,ReLu,Sigmoid,0.3599,38.247133016586304
473,10,100,0.1,quadratic,binary,32,0,Sigmoid,Sigmoid,0.1135,29.229721784591675
474,10,50,0.1,quadratic,binary,32,0,Sigmoid,Sigmoid,0.21,19.77461814880371
475,20,100,0.1,quadratic,binary,32,0,Sigmoid,Sigmoid,0.2477,52.27541494369507
476,20,50,0.1,quadratic,binary,32,0,Sigmoid,Sigmoid,0.2909,37.73011898994446
477,10,100,0.1,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,21.598928213119507
478,10,50,0.1,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,15.35546088218689
479,20,100,0.1,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,43.47209191322327
480,20,50,0.1,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,30.65142512321472
481,10,100,0.2,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9712,28.14585375785828
482,10,50,0.2,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9647,21.28137183189392
483,20,100,0.2,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.978,66.82821393013
484,20,50,0.2,cross-entropy,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9693,33.547245264053345
485,10,100,0.2,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9789,27.2305600643158
486,10,50,0.2,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9727,15.180493116378784
487,20,100,0.2,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9788,40.70644521713257
488,20,50,0.2,cross-entropy,one_hot,32,Xavier,ReLu,Sigmoid,0.9718,30.355885982513428
489,10,100,0.2,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9451,31.98664116859436
490,10,50,0.2,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9385,20.06672096252441
491,20,100,0.2,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9523,55.04442000389099
492,20,50,0.2,cross-entropy,one_hot,32,random,Sigmoid,Sigmoid,0.9476,40.26418590545654
493,10,100,0.2,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9482,21.165935039520264
494,10,50,0.2,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9402,17.91231083869934
495,20,100,0.2,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9569,46.8357150554657
496,20,50,0.2,cross-entropy,one_hot,32,random,ReLu,Sigmoid,0.9508,30.13817811012268
497,10,100,0.2,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3571,25.098361015319824
498,10,50,0.2,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3687,16.34616494178772
499,20,100,0.2,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3647,49.49686002731323
500,20,50,0.2,cross-entropy,one_hot,32,0,Sigmoid,Sigmoid,0.3584,41.65609908103943
501,10,100,0.2,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,184.8970878124237
502,10,50,0.2,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,17.446523189544678
503,20,100,0.2,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,58.190990924835205
504,20,50,0.2,cross-entropy,one_hot,32,0,ReLu,Sigmoid,0.1135,33.01884698867798
505,10,100,0.2,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9726,35.05925512313843
506,10,50,0.2,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9653,36.667036294937134
507,20,100,0.2,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.975,72.28895115852356
508,20,50,0.2,cross-entropy,binary,32,Xavier,Sigmoid,Sigmoid,0.9708,64.07644295692444
509,10,100,0.2,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9804,49.746636152267456
510,10,50,0.2,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9702,32.11403799057007
511,20,100,0.2,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9801,74.50269389152527
512,20,50,0.2,cross-entropy,binary,32,Xavier,ReLu,Sigmoid,0.9733,48.52309513092041
513,10,100,0.2,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.9455,36.844099044799805
514,10,50,0.2,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.9346,27.279566764831543
515,20,100,0.2,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.955,61.45513892173767
516,20,50,0.2,cross-entropy,binary,32,random,Sigmoid,Sigmoid,0.9487,54.43922162055969
517,10,100,0.2,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9442,37.73982501029968
518,10,50,0.2,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9376,30.126340866088867
519,20,100,0.2,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9558,72.11577415466309
520,20,50,0.2,cross-entropy,binary,32,random,ReLu,Sigmoid,0.9512,57.19061613082886
521,10,100,0.2,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.357,38.99682092666626
522,10,50,0.2,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3631,26.21621823310852
523,20,100,0.2,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3646,69.93236470222473
524,20,50,0.2,cross-entropy,binary,32,0,Sigmoid,Sigmoid,0.3769,36.81585311889648
525,10,100,0.2,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,23.799553155899048
526,10,50,0.2,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,16.17213201522827
527,20,100,0.2,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,46.13706684112549
528,20,50,0.2,cross-entropy,binary,32,0,ReLu,Sigmoid,0.1135,38.8355131149292
529,10,100,0.2,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9391,21.995990991592407
530,10,50,0.2,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9394,16.91917395591736
531,20,100,0.2,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9533,45.182852029800415
532,20,50,0.2,quadratic,one_hot,32,Xavier,Sigmoid,Sigmoid,0.9482,36.66145992279053
533,10,100,0.2,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.9709,22.5366268157959
